Sample Name,Target Name,Task,CT
mock_0.5_input,RNA18S1,UNKNOWN,10.953132
mock_0.5_input,RNA18S1,UNKNOWN,6.71217
mock_0.5_input,RNA18S1,UNKNOWN,6.9117494
mock_0.5_input,FFLUC,UNKNOWN,25.371212
mock_0.5_input,FFLUC,UNKNOWN,25.657242
mock_0.5_input,FFLUC,UNKNOWN,25.879847
mock_0.5_enrich,RNA18S1,UNKNOWN,22.34059
mock_0.5_enrich,RNA18S1,UNKNOWN,21.908438
mock_0.5_enrich,RNA18S1,UNKNOWN,21.408205
mock_0.5_enrich,FFLUC,UNKNOWN,35.272736
mock_02_input,RNA18S1,UNKNOWN,8.836101
mock_02_input,RNA18S1,UNKNOWN,8.421385
mock_02_input,RNA18S1,UNKNOWN,8.92893
mock_02_input,FFLUC,UNKNOWN,27.344614
mock_02_input,FFLUC,UNKNOWN,27.159876
mock_02_input,FFLUC,UNKNOWN,27.676891
mock_02_enrich,RNA18S1,UNKNOWN,13.69743
mock_02_enrich,RNA18S1,UNKNOWN,12.884006
mock_02_enrich,RNA18S1,UNKNOWN,12.667707
mock_02_enrich,FFLUC,UNKNOWN,29.77595
mock_02_enrich,FFLUC,UNKNOWN,29.94097
mock_02_enrich,FFLUC,UNKNOWN,30.210848
mock_04_input,RNA18S1,UNKNOWN,7.4981937
mock_04_input,RNA18S1,UNKNOWN,7.284017
mock_04_input,RNA18S1,UNKNOWN,7.293073
mock_04_input,FFLUC,UNKNOWN,26.216991
mock_04_input,FFLUC,UNKNOWN,26.345627
mock_04_input,FFLUC,UNKNOWN,26.128387
mock_04_enrich,RNA18S1,UNKNOWN,17.997225
mock_04_enrich,RNA18S1,UNKNOWN,17.27134
mock_04_enrich,RNA18S1,UNKNOWN,15.966665
mock_04_enrich,FFLUC,UNKNOWN,35.55514
mock_04_enrich,FFLUC,UNKNOWN,35.130005
mock_24_input,RNA18S1,UNKNOWN,7.614273
mock_24_input,RNA18S1,UNKNOWN,7.0385933
mock_24_input,RNA18S1,UNKNOWN,9.372706
mock_24_input,FFLUC,UNKNOWN,26.157541
mock_24_input,FFLUC,UNKNOWN,26.577087
mock_24_input,FFLUC,UNKNOWN,26.439941
mock_24_enrich,RNA18S1,UNKNOWN,19.173706
mock_24_enrich,RNA18S1,UNKNOWN,18.682188
mock_24_enrich,RNA18S1,UNKNOWN,17.600237
mock_24_enrich,FFLUC,UNKNOWN,31.179941
mock_24_enrich,FFLUC,UNKNOWN,32.27105
mock_24_enrich,FFLUC,UNKNOWN,33.448452
infect_0.5_input,RNA18S1,UNKNOWN,8.1776085
infect_0.5_input,RNA18S1,UNKNOWN,7.8029995
infect_0.5_input,RNA18S1,UNKNOWN,7.955411
infect_0.5_input,FFLUC,UNKNOWN,25.215706
infect_0.5_input,FFLUC,UNKNOWN,25.035374
infect_0.5_input,FFLUC,UNKNOWN,25.43209
infect_0.5_enrich,RNA18S1,UNKNOWN,22.645468
infect_0.5_enrich,RNA18S1,UNKNOWN,23.676254
infect_0.5_enrich,RNA18S1,UNKNOWN,21.557365
infect_02_input,RNA18S1,UNKNOWN,7.6620727
infect_02_input,RNA18S1,UNKNOWN,7.005901
infect_02_input,RNA18S1,UNKNOWN,7.1652255
infect_02_input,FFLUC,UNKNOWN,25.464876
infect_02_input,FFLUC,UNKNOWN,25.41135
infect_02_input,FFLUC,UNKNOWN,25.113745
infect_02_enrich,RNA18S1,UNKNOWN,23.630493
infect_02_enrich,RNA18S1,UNKNOWN,19.803402
infect_02_enrich,RNA18S1,UNKNOWN,18.78167
infect_02_enrich,FFLUC,UNKNOWN,31.169409
infect_02_enrich,FFLUC,UNKNOWN,30.959925
infect_02_enrich,FFLUC,UNKNOWN,30.765333
infect_04_input,RNA18S1,UNKNOWN,9.292024
infect_04_input,RNA18S1,UNKNOWN,7.266105
infect_04_input,RNA18S1,UNKNOWN,8.085536
infect_04_input,FFLUC,UNKNOWN,26.254192
infect_04_input,FFLUC,UNKNOWN,26.381418
infect_04_input,FFLUC,UNKNOWN,25.988493
infect_04_enrich,RNA18S1,UNKNOWN,22.61825
infect_04_enrich,RNA18S1,UNKNOWN,22.610964
infect_04_enrich,RNA18S1,UNKNOWN,21.139332
infect_24_input,RNA18S1,UNKNOWN,9.54633
infect_24_input,RNA18S1,UNKNOWN,8.140463
infect_24_input,RNA18S1,UNKNOWN,9.318362
infect_24_input,FFLUC,UNKNOWN,29.080076
infect_24_input,FFLUC,UNKNOWN,29.017838
infect_24_input,FFLUC,UNKNOWN,29.057093
infect_24_enrich,RNA18S1,UNKNOWN,16.67822
infect_24_enrich,RNA18S1,UNKNOWN,17.009047
infect_24_enrich,RNA18S1,UNKNOWN,16.155725
infect_24_enrich,FFLUC,UNKNOWN,32.473732
infect_24_enrich,FFLUC,UNKNOWN,32.14293
