Sample Name,Target Name,Task,CT
mock_0.5_input,RNA18S1,UNKNOWN,12.068034
mock_0.5_input,RNA18S1,UNKNOWN,10.385316
mock_0.5_input,RNA18S1,UNKNOWN,10.7716255
mock_0.5_input,FFLUC,UNKNOWN,27.792862
mock_0.5_input,FFLUC,UNKNOWN,27.483528
mock_0.5_input,FFLUC,UNKNOWN,27.18233
mock_0.5_input,vtRNA1-1,UNKNOWN,18.569233
mock_0.5_input,vtRNA1-1,UNKNOWN,18.010427
mock_0.5_input,vtRNA1-1,UNKNOWN,18.795166
mock_0.5_input,WSN_PB2,UNKNOWN,30.107187
mock_0.5_input,WSN_PB2,UNKNOWN,30.286467
mock_0.5_input,WSN_PB2,UNKNOWN,30.245848
mock_0.5_enrich,RNA18S1,UNKNOWN,26.570162
mock_0.5_enrich,RNA18S1,UNKNOWN,19.141521
mock_0.5_enrich,RNA18S1,UNKNOWN,18.698004
mock_0.5_enrich,FFLUC,UNKNOWN,32.28655
mock_0.5_enrich,FFLUC,UNKNOWN,31.94951
mock_0.5_enrich,FFLUC,UNKNOWN,33.231503
mock_0.5_enrich,vtRNA1-1,UNKNOWN,23.715
mock_0.5_enrich,vtRNA1-1,UNKNOWN,23.72464
mock_0.5_enrich,vtRNA1-1,UNKNOWN,23.625454
mock_0.5_enrich,WSN_PB2,UNKNOWN,32.110664
mock_2_input,RNA18S1,UNKNOWN,9.722725
mock_2_input,RNA18S1,UNKNOWN,9.970516
mock_2_input,RNA18S1,UNKNOWN,10.699289
mock_2_input,FFLUC,UNKNOWN,26.710905
mock_2_input,FFLUC,UNKNOWN,26.95066
mock_2_input,FFLUC,UNKNOWN,26.637615
mock_2_input,vtRNA1-1,UNKNOWN,17.14882
mock_2_input,vtRNA1-1,UNKNOWN,17.422665
mock_2_input,vtRNA1-1,UNKNOWN,17.581211
mock_2_input,WSN_PB2,UNKNOWN,28.7072
mock_2_input,WSN_PB2,UNKNOWN,28.845655
mock_2_input,WSN_PB2,UNKNOWN,28.537716
mock_2_enrich,RNA18S1,UNKNOWN,20.251228
mock_2_enrich,RNA18S1,UNKNOWN,22.330387
mock_2_enrich,RNA18S1,UNKNOWN,21.971518
mock_2_enrich,FFLUC,UNKNOWN,33.05452
mock_2_enrich,FFLUC,UNKNOWN,33.123207
mock_2_enrich,FFLUC,UNKNOWN,33.081905
mock_2_enrich,vtRNA1-1,UNKNOWN,25.77296
mock_2_enrich,vtRNA1-1,UNKNOWN,25.907515
mock_2_enrich,vtRNA1-1,UNKNOWN,25.673601
mock_2_enrich,WSN_PB2,UNKNOWN,35.031723
mock_2_enrich,WSN_PB2,UNKNOWN,35.02287
mock_2_enrich,WSN_PB2,UNKNOWN,32.68585
mock_4_input,RNA18S1,UNKNOWN,10.282127
mock_4_input,RNA18S1,UNKNOWN,9.818631
mock_4_input,RNA18S1,UNKNOWN,10.613583
mock_4_input,FFLUC,UNKNOWN,27.366848
mock_4_input,FFLUC,UNKNOWN,27.058027
mock_4_input,FFLUC,UNKNOWN,26.25942
mock_4_input,vtRNA1-1,UNKNOWN,17.502674
mock_4_input,vtRNA1-1,UNKNOWN,17.931059
mock_4_input,vtRNA1-1,UNKNOWN,17.626247
mock_4_input,WSN_PB2,UNKNOWN,29.290968
mock_4_input,WSN_PB2,UNKNOWN,29.04544
mock_4_input,WSN_PB2,UNKNOWN,28.671286
mock_4_enrich,RNA18S1,UNKNOWN,15.580852
mock_4_enrich,RNA18S1,UNKNOWN,19.211607
mock_4_enrich,RNA18S1,UNKNOWN,18.392382
mock_4_enrich,FFLUC,UNKNOWN,30.468168
mock_4_enrich,FFLUC,UNKNOWN,29.378866
mock_4_enrich,FFLUC,UNKNOWN,29.084127
mock_4_enrich,vtRNA1-1,UNKNOWN,23.890366
mock_4_enrich,vtRNA1-1,UNKNOWN,22.316685
mock_4_enrich,vtRNA1-1,UNKNOWN,23.324114
mock_4_enrich,WSN_PB2,UNKNOWN,32.033287
mock_4_enrich,WSN_PB2,UNKNOWN,30.457045
mock_4_enrich,WSN_PB2,UNKNOWN,31.974289
mock_24_input,RNA18S1,UNKNOWN,9.661635
mock_24_input,RNA18S1,UNKNOWN,10.549223
mock_24_input,RNA18S1,UNKNOWN,10.044187
mock_24_input,FFLUC,UNKNOWN,26.92979
mock_24_input,FFLUC,UNKNOWN,27.189854
mock_24_input,FFLUC,UNKNOWN,26.93438
mock_24_input,vtRNA1-1,UNKNOWN,16.950024
mock_24_input,vtRNA1-1,UNKNOWN,17.391237
mock_24_input,vtRNA1-1,UNKNOWN,17.049196
mock_24_input,WSN_PB2,UNKNOWN,29.376326
mock_24_input,WSN_PB2,UNKNOWN,29.508305
mock_24_input,WSN_PB2,UNKNOWN,29.210169
mock_24_enrich,RNA18S1,UNKNOWN,21.24173
mock_24_enrich,RNA18S1,UNKNOWN,22.504251
mock_24_enrich,RNA18S1,UNKNOWN,23.24703
mock_24_enrich,vtRNA1-1,UNKNOWN,25.498213
mock_24_enrich,vtRNA1-1,UNKNOWN,25.616714
mock_24_enrich,vtRNA1-1,UNKNOWN,25.365017
mock_24_enrich,WSN_PB2,UNKNOWN,32.45463
mock_24_enrich,WSN_PB2,UNKNOWN,34.856182
mock_24_enrich,WSN_PB2,UNKNOWN,32.988438
infect_0.5_input,RNA18S1,UNKNOWN,9.870992
infect_0.5_input,RNA18S1,UNKNOWN,9.639953
infect_0.5_input,RNA18S1,UNKNOWN,10.387275
infect_0.5_input,FFLUC,UNKNOWN,25.926327
infect_0.5_input,FFLUC,UNKNOWN,25.782244
infect_0.5_input,FFLUC,UNKNOWN,26.142868
infect_0.5_input,vtRNA1-1,UNKNOWN,15.219661
infect_0.5_input,vtRNA1-1,UNKNOWN,15.590735
infect_0.5_input,vtRNA1-1,UNKNOWN,15.246222
infect_0.5_input,WSN_PB2,UNKNOWN,12.073933
infect_0.5_input,WSN_PB2,UNKNOWN,12.185128
infect_0.5_input,WSN_PB2,UNKNOWN,12.294146
infect_0.5_enrich,RNA18S1,UNKNOWN,18.28277
infect_0.5_enrich,RNA18S1,UNKNOWN,18.84147
infect_0.5_enrich,RNA18S1,UNKNOWN,20.06268
infect_0.5_enrich,FFLUC,UNKNOWN,31.220829
infect_0.5_enrich,FFLUC,UNKNOWN,31.66139
infect_0.5_enrich,FFLUC,UNKNOWN,32.33018
infect_0.5_enrich,vtRNA1-1,UNKNOWN,24.183514
infect_0.5_enrich,vtRNA1-1,UNKNOWN,24.376326
infect_0.5_enrich,vtRNA1-1,UNKNOWN,24.490639
infect_0.5_enrich,WSN_PB2,UNKNOWN,16.619625
infect_0.5_enrich,WSN_PB2,UNKNOWN,16.938032
infect_0.5_enrich,WSN_PB2,UNKNOWN,17.246178
infect_2_input,RNA18S1,UNKNOWN,9.427904
infect_2_input,RNA18S1,UNKNOWN,9.665247
infect_2_input,RNA18S1,UNKNOWN,10.427025
infect_2_input,FFLUC,UNKNOWN,26.76802
infect_2_input,FFLUC,UNKNOWN,26.551996
infect_2_input,FFLUC,UNKNOWN,26.593767
infect_2_input,vtRNA1-1,UNKNOWN,15.938264
infect_2_input,vtRNA1-1,UNKNOWN,11.607538
infect_2_input,vtRNA1-1,UNKNOWN,15.261564
infect_2_input,WSN_PB2,UNKNOWN,12.46267
infect_2_input,WSN_PB2,UNKNOWN,12.228564
infect_2_input,WSN_PB2,UNKNOWN,12.105747
infect_2_enrich,RNA18S1,UNKNOWN,24.162083
infect_2_enrich,RNA18S1,UNKNOWN,23.82513
infect_2_enrich,RNA18S1,UNKNOWN,23.4679
infect_2_enrich,FFLUC,UNKNOWN,33.14924
infect_2_enrich,vtRNA1-1,UNKNOWN,27.187782
infect_2_enrich,vtRNA1-1,UNKNOWN,27.519402
infect_2_enrich,vtRNA1-1,UNKNOWN,27.523212
infect_2_enrich,WSN_PB2,UNKNOWN,21.825165
infect_2_enrich,WSN_PB2,UNKNOWN,21.677187
infect_2_enrich,WSN_PB2,UNKNOWN,21.371878
infect_4_input,RNA18S1,UNKNOWN,9.93889
infect_4_input,RNA18S1,UNKNOWN,9.854392
infect_4_input,RNA18S1,UNKNOWN,9.948949
infect_4_input,FFLUC,UNKNOWN,26.86017
infect_4_input,FFLUC,UNKNOWN,27.120535
infect_4_input,FFLUC,UNKNOWN,26.824976
infect_4_input,vtRNA1-1,UNKNOWN,15.906551
infect_4_input,vtRNA1-1,UNKNOWN,15.873159
infect_4_input,vtRNA1-1,UNKNOWN,15.801109
infect_4_input,WSN_PB2,UNKNOWN,12.365472
infect_4_input,WSN_PB2,UNKNOWN,12.663129
infect_4_input,WSN_PB2,UNKNOWN,12.809073
infect_4_enrich,RNA18S1,UNKNOWN,21.701097
infect_4_enrich,RNA18S1,UNKNOWN,19.677666
infect_4_enrich,RNA18S1,UNKNOWN,21.876802
infect_4_enrich,FFLUC,UNKNOWN,33.54465
infect_4_enrich,FFLUC,UNKNOWN,33.25577
infect_4_enrich,vtRNA1-1,UNKNOWN,25.399878
infect_4_enrich,vtRNA1-1,UNKNOWN,26.49486
infect_4_enrich,vtRNA1-1,UNKNOWN,26.787743
infect_4_enrich,WSN_PB2,UNKNOWN,19.72727
infect_4_enrich,WSN_PB2,UNKNOWN,18.692015
infect_4_enrich,WSN_PB2,UNKNOWN,18.21444
infect_24_input,RNA18S1,UNKNOWN,10.470802
infect_24_input,RNA18S1,UNKNOWN,10.084647
infect_24_input,RNA18S1,UNKNOWN,10.333957
infect_24_input,FFLUC,UNKNOWN,28.989079
infect_24_input,FFLUC,UNKNOWN,29.437855
infect_24_input,FFLUC,UNKNOWN,28.893753
infect_24_input,vtRNA1-1,UNKNOWN,17.040201
infect_24_input,vtRNA1-1,UNKNOWN,16.955965
infect_24_input,vtRNA1-1,UNKNOWN,16.804878
infect_24_input,WSN_PB2,UNKNOWN,14.464387
infect_24_input,WSN_PB2,UNKNOWN,14.367634
infect_24_input,WSN_PB2,UNKNOWN,14.444975
infect_24_enrich,RNA18S1,UNKNOWN,23.712114
infect_24_enrich,RNA18S1,UNKNOWN,24.283163
infect_24_enrich,RNA18S1,UNKNOWN,24.644424
infect_24_enrich,FFLUC,UNKNOWN,33.23337
infect_24_enrich,FFLUC,UNKNOWN,33.92575
infect_24_enrich,vtRNA1-1,UNKNOWN,27.089653
infect_24_enrich,vtRNA1-1,UNKNOWN,26.822817
infect_24_enrich,vtRNA1-1,UNKNOWN,27.043379
infect_24_enrich,WSN_PB2,UNKNOWN,20.492865
infect_24_enrich,WSN_PB2,UNKNOWN,20.465813
infect_24_enrich,WSN_PB2,UNKNOWN,20.30503
