Sample Name,Target Name,Task,CT
control_low_input,RNA18S1,UNKNOWN,8.708958
control_low_input,RNA18S1,UNKNOWN,8.685241
control_low_input,RNA18S1,UNKNOWN,7.9682083
control_low_input,WSN_PB2,UNKNOWN,12.549717
control_low_input,WSN_PB2,UNKNOWN,12.6851845
control_low_input,WSN_PB2,UNKNOWN,12.661423
control_low_input,vtRNA1-1,UNKNOWN,23.2788
control_low_input,vtRNA1-1,UNKNOWN,23.438179
control_low_input,vtRNA1-1,UNKNOWN,23.4042
control_low_input,RNY4,UNKNOWN,24.52473
control_low_input,RNY4,UNKNOWN,24.575026
control_low_input,RNY4,UNKNOWN,25.238672
control_low_input,DUSP11,UNKNOWN,28.761755
control_low_input,DUSP11,UNKNOWN,28.988276
control_low_input,DUSP11,UNKNOWN,29.06425
control_low_enrich,RNA18S1,UNKNOWN,6.718012
control_low_enrich,RNA18S1,UNKNOWN,6.7553954
control_low_enrich,RNA18S1,UNKNOWN,6.556023
control_low_enrich,WSN_PB2,UNKNOWN,10.953046
control_low_enrich,WSN_PB2,UNKNOWN,10.277293
control_low_enrich,WSN_PB2,UNKNOWN,10.382134
control_low_enrich,vtRNA1-1,UNKNOWN,21.45183
control_low_enrich,vtRNA1-1,UNKNOWN,21.119799
control_low_enrich,vtRNA1-1,UNKNOWN,21.053133
control_low_enrich,RNY4,UNKNOWN,22.311872
control_low_enrich,RNY4,UNKNOWN,22.727455
control_low_enrich,RNY4,UNKNOWN,22.580568
control_low_enrich,DUSP11,UNKNOWN,26.695246
control_low_enrich,DUSP11,UNKNOWN,26.608034
control_low_enrich,DUSP11,UNKNOWN,26.28527
control_high_input,RNA18S1,UNKNOWN,9.200198
control_high_input,RNA18S1,UNKNOWN,8.839692
control_high_input,RNA18S1,UNKNOWN,8.896475
control_high_input,WSN_PB2,UNKNOWN,12.724798
control_high_input,WSN_PB2,UNKNOWN,12.858938
control_high_input,WSN_PB2,UNKNOWN,13.2121
control_high_input,vtRNA1-1,UNKNOWN,23.602222
control_high_input,vtRNA1-1,UNKNOWN,23.612333
control_high_input,vtRNA1-1,UNKNOWN,23.654793
control_high_input,RNY4,UNKNOWN,24.803646
control_high_input,RNY4,UNKNOWN,24.925013
control_high_input,RNY4,UNKNOWN,24.974783
control_high_input,DUSP11,UNKNOWN,29.273052
control_high_input,DUSP11,UNKNOWN,28.57476
control_high_input,DUSP11,UNKNOWN,28.981739
control_high_enrich,RNA18S1,UNKNOWN,7.1102653
control_high_enrich,RNA18S1,UNKNOWN,7.0870905
control_high_enrich,RNA18S1,UNKNOWN,6.800547
control_high_enrich,WSN_PB2,UNKNOWN,10.502746
control_high_enrich,WSN_PB2,UNKNOWN,10.884344
control_high_enrich,WSN_PB2,UNKNOWN,9.825838
control_high_enrich,vtRNA1-1,UNKNOWN,21.847086
control_high_enrich,vtRNA1-1,UNKNOWN,21.61874
control_high_enrich,vtRNA1-1,UNKNOWN,21.4219
control_high_enrich,RNY4,UNKNOWN,22.957762
control_high_enrich,RNY4,UNKNOWN,23.362177
control_high_enrich,RNY4,UNKNOWN,22.84865
control_high_enrich,DUSP11,UNKNOWN,26.747484
control_high_enrich,DUSP11,UNKNOWN,26.674149
control_high_enrich,DUSP11,UNKNOWN,26.838617
PB2_low_input,RNA18S1,UNKNOWN,9.367221
PB2_low_input,RNA18S1,UNKNOWN,9.323304
PB2_low_input,RNA18S1,UNKNOWN,9.755953
